Season,Gamecode,Home,Player_ID,IsStarter,IsPlaying,Team,Dorsal,Player,Minutes,Points,FieldGoalsMade2,FieldGoalsAttempted2,FieldGoalsMade3,FieldGoalsAttempted3,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assistances,Steals,Turnovers,BlocksFavour,BlocksAgainst,FoulsCommited,FoulsReceived,Valuation,Plusminus,gamecode,group,datetime,TeamScore,OpponentScore,TeamName,OpponentName,PlayerName,Pos,total_fp
2023,84,0,P010393   ,0.0,1.0,PAM,4,"PRADILLA, JAIME",8.02,3,1,1,0,0,1,2,0,3,3,1,0,0,0,0,0,2,8,6.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,J. Pradilla,C,8.0
2023,84,0,P005356   ,0.0,1.0,PAM,6,"LOPEZ-AROSTEGUI, XABI",18.2,8,1,2,2,3,0,0,0,1,1,1,1,0,0,0,1,2,10,-7.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,X. Lopez-arostegui,F,10.0
2023,84,0,P010568   ,1.0,0.0,PAM,7,"JONES, CHRIS",26.97,8,4,7,0,1,0,0,0,0,0,10,1,2,0,0,2,0,11,-15.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,C. Jones,G,11.0
2023,84,0,P003960   ,1.0,0.0,PAM,10,"INGLIS, DAMIEN",11.58,2,1,5,0,0,0,0,4,1,5,1,0,3,0,1,1,0,-1,-21.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,D. Inglis,C,-1.0
2023,84,0,P012739   ,0.0,0.0,PAM,21,"TOURE, BOUBACAR",15.55,8,4,5,0,0,0,1,0,4,4,0,0,1,0,0,2,1,8,-4.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,B. Toure,C,8.0
2023,84,0,P012740   ,1.0,0.0,PAM,30,"ROBERTSON, KASSIUS",16.07,3,0,1,0,3,3,4,1,0,1,0,0,0,0,0,2,2,-1,-3.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,K. Robertson,G,-1.0
2023,84,0,P007870   ,1.0,0.0,PAM,32,"DAVIES, BRANDON",15.37,5,2,7,0,0,1,1,2,2,4,3,1,3,0,0,5,1,1,-13.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,B. Davies,C,1.0
2023,84,0,P011982   ,0.0,0.0,PAM,37,"OJELEYE, SEMI",19.97,16,3,3,1,3,7,7,1,1,2,0,1,1,1,0,1,7,23,-13.0,E2023_84,Regular Season,2023-11-23 20:15:00,73,90,VALENCIA BASKET,PANATHINAIKOS AKTOR ATHENS,S. Ojeleye,F,23.0
2023,86,1,P010781   ,0.0,1.0,VIR,1,"LUNDBERG, IFFE",20.92,9,2,4,1,5,2,2,0,1,1,3,1,2,0,0,1,4,9,5.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,I. Lundberg,G,9.9
2023,86,1,PBCN      ,1.0,0.0,VIR,3,"BELINELLI, MARCO",20.02,8,0,1,2,4,2,2,0,1,1,1,0,2,0,0,2,0,3,-1.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,M. Belinelli,G,3.3
2023,86,1,P006739   ,0.0,0.0,VIR,6,"PAJOLA, ALESSANDRO",11.73,2,0,0,0,1,2,3,0,1,1,1,0,2,0,0,1,1,0,4.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,A. Pajola,G,0.0
2023,86,1,P011192   ,1.0,1.0,VIR,9,"SMITH, JALEEN",20.93,8,1,3,2,6,0,0,2,1,3,2,0,0,0,0,0,0,7,1.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,J. Smith,G,7.7
2023,86,1,P004007   ,0.0,1.0,VIR,13,"DOBRIC, OGNJEN",17.97,11,3,4,1,2,2,2,0,5,5,0,0,0,0,0,3,1,12,9.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,O. Dobric,G,13.2
2023,86,1,P012713   ,0.0,0.0,VIR,14,"MASCOLO, BRUNO",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,B. Mascolo,G,0.0
2023,86,1,P012714   ,0.0,0.0,VIR,15,"CACOK, DEVONTAE",20.48,10,4,5,0,0,2,5,2,5,7,2,2,1,0,0,4,4,16,8.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,D. Cacok,C,17.6
2023,86,1,P001133   ,1.0,1.0,VIR,21,"SHENGELIA, TORNIKE",28.95,15,5,8,1,3,2,2,2,6,8,5,1,2,0,1,4,4,21,13.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,T. Shengelia,F,23.1
2023,86,1,P001844   ,1.0,1.0,VIR,23,"HACKETT, DANIEL",28.72,14,4,5,1,3,3,3,0,2,2,6,0,1,0,0,2,2,18,4.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,D. Hackett,G,19.8
2023,86,1,P008296   ,0.0,0.0,VIR,24,"MENALO, LEO",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,L. Menalo,,0.0
2023,86,1,P003048   ,1.0,0.0,VIR,42,"DUNSTON, BRYANT",17.55,5,2,2,0,1,1,2,1,1,2,1,0,0,2,0,1,2,9,-1.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,B. Dunston,C,9.9
2023,86,1,P003527   ,0.0,0.0,VIR,55,"ABASS, AWUDU",12.73,5,1,1,1,3,0,0,1,1,2,0,0,1,0,0,2,0,2,-2.0,E2023_86,Regular Season,2023-11-23 20:30:00,87,79,VIRTUS SEGAFREDO BOLOGNA,FENERBAHCE BEKO ISTANBUL,A. Abass,F,2.2
2023,86,0,P011157   ,1.0,0.0,ULK,0,"MOTLEY, JOHNATHAN",25.6,25,12,17,0,1,1,1,3,5,8,2,0,1,0,0,4,7,31,-2.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,J. Motley,C,31.0
2023,86,0,P011201   ,0.0,0.0,ULK,2,"HAZER, SEHMUS",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,S. Hazer,G,0.0
2023,86,0,P006661   ,1.0,1.0,ULK,3,"WILBEKIN, SCOTTIE",28.98,13,1,6,3,8,2,2,1,1,2,3,1,2,0,0,2,1,6,0.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,S. Wilbekin,G,6.0
2023,86,0,P002968   ,0.0,0.0,ULK,5,"SANLI, SERTAC",14.42,7,3,3,0,1,1,1,0,3,3,1,0,1,0,0,3,2,8,-9.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,S. Sanli,C,8.0
2023,86,0,P005844   ,1.0,0.0,ULK,9,"PAPAGIANNIS, GEORGIOS",23.0,2,1,1,0,0,0,0,0,3,3,1,1,0,1,0,1,0,7,-2.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,G. Papagiannis,C,7.0
2023,86,0,P002969   ,0.0,1.0,ULK,10,"MAHMUTOGLU, MELIH",9.55,5,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,-4.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,M. Mahmutoglu,G,3.0
2023,86,0,P008962   ,1.0,1.0,ULK,11,"HAYES-DAVIS, NIGEL",33.05,10,3,6,0,3,4,4,1,2,3,2,1,0,0,1,2,6,13,-6.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,N. Hayes-davis,F,13.0
2023,86,0,P004004   ,1.0,1.0,ULK,23,"GUDURIC, MARKO",21.57,9,1,3,1,5,4,5,0,3,3,4,2,1,0,1,2,4,11,6.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,M. Guduric,G,11.0
2023,86,0,P009849   ,0.0,0.0,ULK,27,"DORSEY, TYLER",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,T. Dorsey,G,0.0
2023,86,0,P001932   ,0.0,1.0,ULK,33,"CALATHES, NICK",21.78,8,4,5,0,1,0,0,1,2,3,4,0,1,0,0,2,0,10,-13.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,N. Calathes,G,10.0
2023,86,0,P011052   ,0.0,0.0,ULK,41,"MADAR, YAM",13.43,0,0,1,0,2,0,0,0,2,2,1,0,2,0,0,1,0,-3,-3.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,Y. Madar,G,-3.0
2023,86,0,P011980   ,0.0,0.0,ULK,77,"SESTINA, NATHAN",8.62,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,-7.0,E2023_86,Regular Season,2023-11-23 20:30:00,79,87,FENERBAHCE BEKO ISTANBUL,VIRTUS SEGAFREDO BOLOGNA,N. Sestina,F,1.0
2023,85,1,P001392   ,1.0,0.0,MAD,1,"CAUSEUR, FABIEN",18.12,5,1,1,1,1,0,0,0,2,2,2,1,2,0,0,0,0,8,17.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,F. Causeur,G,8.8
2023,85,1,PBMT      ,0.0,0.0,MAD,5,"FERNANDEZ, RUDY",11.28,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,3,-2.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,R. Fernandez,F,3.3
2023,85,1,P003733   ,0.0,1.0,MAD,6,"ABALDE, ALBERTO",10.4,6,0,0,2,3,0,0,0,1,1,0,0,0,0,0,1,0,5,6.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,A. Abalde,F,5.5
2023,85,1,P005928   ,1.0,0.0,MAD,7,"CAMPAZZO, FACUNDO",23.42,7,1,1,1,3,2,2,1,1,2,13,1,3,0,0,1,2,19,18.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,F. Campazzo,G,20.9
2023,85,1,P003108   ,1.0,1.0,MAD,11,"HEZONJA, MARIO",22.97,26,5,7,5,6,1,1,2,2,4,1,2,3,0,1,2,1,25,21.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,M. Hezonja,F,27.5
2023,85,1,PCVM      ,0.0,1.0,MAD,13,"RODRIGUEZ, SERGIO",16.58,8,1,2,2,4,0,0,0,2,2,10,1,2,0,0,2,1,15,6.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,S. Rodriguez,G,16.5
2023,85,1,P009005   ,0.0,0.0,MAD,14,"DECK, GABRIEL",11.75,4,2,3,0,1,0,0,0,5,5,0,0,1,0,0,1,1,6,7.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,G. Deck,F,6.6
2023,85,1,P004887   ,0.0,1.0,MAD,17,"POIRIER, VINCENT",17.08,4,2,6,0,0,0,0,2,0,2,1,0,0,2,2,0,0,3,7.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,V. Poirier,C,3.3
2023,85,1,P005791   ,1.0,0.0,MAD,22,"TAVARES, WALTER",22.85,11,4,6,0,0,3,4,1,5,6,1,2,0,1,0,0,3,21,17.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,W. Tavares,C,23.1
2023,85,1,PTGB      ,0.0,0.0,MAD,23,"LLULL, SERGIO",11.48,7,1,2,1,3,2,2,0,2,2,1,0,1,0,0,1,1,6,1.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,S. Llull,G,6.6
2023,85,1,P009213   ,1.0,1.0,MAD,30,"NDIAYE, ELI",20.1,7,2,4,1,1,0,0,2,2,4,1,2,1,1,0,4,0,8,16.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,E. Ndiaye,C,8.8
2023,85,1,P006540   ,0.0,0.0,MAD,31,"MUSA, DZANAN",13.97,11,2,3,2,3,1,4,2,2,4,2,0,1,0,1,0,2,12,6.0,E2023_85,Regular Season,2023-11-23 20:45:00,99,75,REAL MADRID,ALBA BERLIN,D. Musa,F,13.2
2023,85,0,P008384   ,1.0,1.0,BER,1,"PROCIDA, GABRIELE",27.78,14,3,6,2,4,2,2,2,1,3,2,2,2,1,2,1,3,15,-14.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,G. Procida,F,15.0
2023,85,0,P008173   ,1.0,0.0,BER,3,"SPAGNOLO, MATTEO",21.02,8,4,10,0,1,0,0,1,1,2,0,1,2,0,0,2,0,0,-13.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,M. Spagnolo,G,0.0
2023,85,0,P011934   ,0.0,1.0,BER,5,"WETZELL, YANNI",16.7,4,1,3,0,0,2,2,1,1,2,0,0,1,1,0,1,1,4,-16.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,Y. Wetzell,F,4.0
2023,85,0,P008211   ,1.0,1.0,BER,6,"DELOW, MALTE",27.5,9,3,6,1,3,0,0,0,1,1,1,0,1,0,0,0,1,6,-19.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,M. Delow,G,6.0
2023,85,0,P007025   ,0.0,0.0,BER,9,"MATTISSECK, JONAS",22.18,8,1,2,2,5,0,0,0,1,1,1,1,0,0,0,3,1,5,-11.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,J. Mattisseck,G,5.0
2023,85,0,P006251   ,0.0,0.0,BER,10,"SCHNEIDER, TIM",16.43,2,1,3,0,2,0,0,2,1,3,1,0,0,0,1,1,0,0,-7.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,T. Schneider,F,0.0
2023,85,0,P006819   ,0.0,0.0,BER,16,"NIKIC, KRESIMIR",7.77,2,1,3,0,0,0,0,0,2,2,1,1,0,1,0,0,0,5,2.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,K. Nikic,C,5.0
2023,85,0,P007550   ,0.0,1.0,BER,18,"SAMAR, ZIGA",18.98,8,2,5,1,2,1,2,2,1,3,5,0,1,0,0,2,2,10,-11.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,Z. Samar,G,10.0
2023,85,0,P010791   ,1.0,1.0,BER,21,"KOUMADJE, KHALIFA",23.02,8,4,6,0,0,0,0,3,5,8,0,1,1,1,1,0,0,14,-23.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,K. Koumadje,C,14.0
2023,85,0,P003958   ,1.0,0.0,BER,32,"THIEMANN, JOHANNES",18.62,12,4,8,1,2,1,3,3,1,4,2,4,3,0,0,1,4,15,-8.0,E2023_85,Regular Season,2023-11-23 20:45:00,75,99,ALBA BERLIN,REAL MADRID,J. Thiemann,C,15.0
2023,87,1,P007200   ,0.0,0.0,IST,0,"LARKIN, SHANE",33.23,27,4,6,4,6,7,7,0,3,3,8,3,2,0,0,3,6,38,11.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,S. Larkin,G,41.8
2023,87,1,P006590   ,1.0,1.0,IST,1,"BEAUBOIS, RODRIGUE",27.95,8,1,4,2,3,0,0,0,3,3,2,2,0,0,0,2,0,9,10.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,R. Beaubois,G,9.9
2023,87,1,P010516   ,0.0,0.0,IST,11,"GAZI, ERTEN",2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,E. Gazi,G,0.0
2023,87,1,P004888   ,1.0,1.0,IST,12,"CLYBURN, WILL",36.38,12,1,1,1,4,7,8,0,1,1,2,3,3,0,0,1,4,14,7.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,W. Clyburn,F,15.4
2023,87,1,P011078   ,1.0,1.0,IST,13,"THOMPSON, DARIUS",33.8,18,4,5,3,5,1,2,0,0,0,2,1,4,0,0,3,2,12,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,D. Thompson,G,13.2
2023,87,1,P004093   ,0.0,0.0,IST,19,"YILDIZLI, BURAKCAN",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,B. Yildizli,F,0.0
2023,87,1,P009513   ,0.0,0.0,IST,23,"HOLLATZ, JUSTUS",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,J. Hollatz,G,0.0
2023,87,1,P012710   ,0.0,0.0,IST,24,"OSMANI, ERCAN",6.4,2,0,2,0,0,2,2,0,0,0,0,0,1,0,0,1,1,-1,-8.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,E. Osmani,F,-0.9
2023,87,1,P006372   ,0.0,1.0,IST,33,"YILMAZ, ERKAN",2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,-1,-4.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,E. Yilmaz,F,-0.9
2023,87,1,P009664   ,1.0,0.0,IST,35,"WILLIS, DEREK",17.78,10,1,1,2,4,2,2,0,0,0,1,2,0,0,0,1,2,12,11.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,D. Willis,F,13.2
2023,87,1,P004554   ,1.0,0.0,IST,41,"ZIZIC, ANTE",20.38,12,4,5,0,0,4,4,1,0,1,0,3,1,0,0,4,5,15,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,A. Zizic,C,16.5
2023,87,1,P011981   ,0.0,1.0,IST,88,"JONES, TYRIQUE",19.58,11,4,8,0,0,3,5,1,2,3,3,1,0,0,1,3,3,11,8.0,E2023_87,Regular Season,2023-11-24 18:30:00,100,94,ANADOLU EFES ISTANBUL,PARTIZAN MOZZART BET BELGRADE,T. Jones,C,12.1
2023,87,0,P009212   ,0.0,0.0,PAR,1,"VUKCEVIC, TRISTAN",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,T. Vukcevic,,0.0
2023,87,0,P008987   ,0.0,1.0,PAR,2,"LEDAY, ZACH",26.38,2,1,3,0,0,0,0,1,3,4,3,0,0,0,0,3,2,6,-16.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,Z. Leday,F,6.0
2023,87,0,P011050   ,0.0,0.0,PAR,5,"KOPRIVICA, BALSA",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,B. Koprivica,C,0.0
2023,87,0,P011051   ,0.0,0.0,PAR,9,"SMAILAGIC, ALEN",11.08,5,1,2,1,1,0,0,0,1,1,0,0,2,0,0,2,1,2,-5.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,A. Smailagic,F,2.0
2023,87,0,P004058   ,0.0,0.0,PAR,10,"JARAMAZ, OGNJEN",18.2,1,0,0,0,2,1,2,1,0,1,5,0,2,0,0,5,1,-2,-1.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,O. Jaramaz,G,-2.0
2023,87,0,P007400   ,1.0,1.0,PAR,21,"NUNNALLY, JAMES",28.57,16,4,5,0,1,8,9,5,3,8,3,0,1,0,0,3,3,23,0.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,J. Nunnally,F,23.0
2023,87,0,P000956   ,0.0,1.0,PAR,33,"ANDJUSIC, DANILO",10.58,9,1,2,1,1,4,4,0,0,0,1,0,1,0,0,0,2,10,-16.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,D. Andjusic,G,10.0
2023,87,0,P012742   ,1.0,1.0,PAR,35,"DOZIER JR, PERRY",30.8,21,4,6,4,7,1,2,0,1,1,5,3,4,0,1,3,3,19,8.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,P. Dozier jr,F,19.0
2023,87,0,P004172   ,1.0,0.0,PAR,37,"PONITKA, MATEUSZ",26.77,7,1,3,1,2,2,2,1,3,4,3,1,4,0,0,3,4,9,-4.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,M. Ponitka,F,9.0
2023,87,0,P012743   ,1.0,1.0,PAR,44,"KAMINSKY, FRANK",27.32,24,7,8,3,5,1,2,0,4,4,3,1,5,1,0,4,1,21,1.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,F. Kaminsky,C,21.0
2023,87,0,P012096   ,1.0,0.0,PAR,50,"CABOCLO, BRUNO",20.3,9,2,4,1,1,2,4,2,3,5,1,1,1,0,0,0,3,14,3.0,E2023_87,Regular Season,2023-11-24 18:30:00,94,100,PARTIZAN MOZZART BET BELGRADE,ANADOLU EFES ISTANBUL,B. Caboclo,C,14.0
2023,89,1,P008855   ,1.0,1.0,OLY,0,"WALKUP, THOMAS",25.5,14,1,2,4,7,0,0,0,1,1,5,1,1,0,1,3,1,13,12.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,T. Walkup,G,14.3
2023,89,1,P010612   ,1.0,1.0,OLY,3,"CANAAN, ISAIAH",27.95,25,4,6,4,6,5,5,1,0,1,1,0,0,1,0,3,4,25,17.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,I. Canaan,G,27.5
2023,89,1,P006302   ,0.0,0.0,OLY,4,"LOUNTZIS, MICHALIS",14.5,2,1,2,0,2,0,0,0,0,0,0,1,0,0,1,2,0,-3,5.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,M. Lountzis,G,-2.7
2023,89,1,P010392   ,0.0,1.0,OLY,5,"LARENTZAKIS, GIANNOULIS",17.15,3,0,3,1,3,0,0,0,1,1,3,2,0,0,0,2,0,2,3.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,G. Larentzakis,G,2.2
2023,89,1,P012023   ,0.0,0.0,OLY,9,"PAPAS, GEORGE",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,G. Papas,,0.0
2023,89,1,P008811   ,1.0,0.0,OLY,10,"FALL, MOUSTAPHA",23.28,2,1,2,0,0,0,3,1,1,2,4,1,2,0,1,1,5,6,12.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,M. Fall,C,6.6
2023,89,1,P001255   ,1.0,1.0,OLY,16,"PAPANIKOLAOU, KOSTAS",18.33,2,1,1,0,3,0,0,1,1,2,3,2,0,0,0,3,1,4,2.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,K. Papanikolaou,F,4.4
2023,89,1,P011983   ,0.0,0.0,OLY,17,"BRAZDEIKIS, IGNAS",19.08,9,1,1,2,3,1,4,1,5,6,4,0,0,0,0,2,2,15,11.0,E2023_89,Regular Season,2023-11-24 20:15:00,89,72,OLYMPIACOS PIRAEUS,ZALGIRIS KAUNAS,I. Brazdeikis,G,16.5
